season,episode,overall_episode,speaker,num_words
9,9,172,Darryl,176
9,9,172,Toby,162
9,9,172,Kevin,133
9,9,172,Phyllis,131
9,9,172,Oscar,109
9,9,172,Nellie,73
9,9,172,Angela,62
9,9,172,Meredith,53
9,9,172,Stanley,34
9,9,172,Creed,14
9,10,173,TOTAL,3217
9,10,173,Pam,578
9,10,173,Dwight,398
9,10,173,Jim,395
9,10,173,Erin,336
9,10,173,Meredith,283
9,10,173,Darryl,206
9,10,173,Nellie,205
9,10,173,Kevin,141
9,10,173,Angela,112
9,10,173,Oscar,83
9,10,173,Phyllis,58
9,10,173,Pete,46
9,10,173,Creed,31
9,10,173,Stanley,31
9,11,174,TOTAL,3408
9,11,174,Dwight,738
9,11,174,Clark,477
9,11,174,Pam,315
9,11,174,Erin,314
9,11,174,Darryl,306
9,11,174,Jim,247
9,11,174,Oscar,183
9,11,174,Kevin,151
9,11,174,Nellie,78
9,11,174,Angela,73
9,11,174,Stanley,54
9,11,174,Meredith,48
9,11,174,Phyllis,26
9,11,174,Pete,16
9,11,174,Creed,13
9,12,175,TOTAL,3127
9,12,175,Dwight,610
9,12,175,Pam,573
9,12,175,Jim,568
9,12,175,Nellie,324
9,12,175,Erin,204
9,12,175,Darryl,199
9,12,175,Pete,90
9,12,175,Kevin,78
9,12,175,Angela,74
9,12,175,Toby,65
9,12,175,Oscar,50
9,12,175,Phyllis,49
9,12,175,Clark,14
9,12,175,Meredith,13
9,12,175,Stanley,6
9,12,175,Creed,5
9,13,176,TOTAL,3248
9,13,176,Dwight,1235
9,13,176,Jim,593
9,13,176,Clark,296
9,13,176,Pam,177
9,13,176,David Wallace,90
9,13,176,Oscar,45
9,13,176,Nellie,42
9,13,176,Meredith,27
9,13,176,Stanley,25
9,13,176,Darryl,23
9,13,176,Angela,18
9,13,176,Erin,10
9,13,176,Kevin,7
9,14,177,TOTAL,3385
9,14,177,Pam,870
9,14,177,Dwight,480
9,14,177,Jim,349
9,14,177,Darryl,334
9,14,177,Angela,189
9,14,177,Oscar,180
9,14,177,Erin,159
9,14,177,Kevin,120
9,14,177,Nellie,84
9,14,177,Clark,40
9,14,177,Toby,30
9,14,177,Meredith,25
9,14,177,Creed,8
9,14,177,Phyllis,5
9,15,178,TOTAL,3387
9,15,178,Andy,867
9,15,178,Dwight,404
9,15,178,Jim,375
9,15,178,Erin,315
9,15,178,Pam,221
9,15,178,Nellie,128
9,15,178,Clark,117
9,15,178,Pete,115
9,15,178,Phyllis,92
9,15,178,David Wallace,91
9,15,178,Kevin,85
9,15,178,Oscar,81
9,15,178,Jan,74
9,15,178,Darryl,69
9,15,178,Angela,61
9,15,178,Meredith,44
9,15,178,Stanley,16
9,16,179,TOTAL,5539
9,16,179,Andy,1166
9,16,179,Dwight,556
9,16,179,Pam,498
9,16,179,Pete,294
9,16,179,Erin,293
9,16,179,Jim,258
9,16,179,Toby,254
9,16,179,Gabe,238
9,16,179,Angela,223
9,16,179,Oscar,198
9,16,179,Nellie,148
9,16,179,David,65
9,16,179,Clark,63
9,16,179,Phyllis,60
9,16,179,Darryl,45
9,16,179,Meredith,45
9,16,179,Stanley,32
9,16,179,David Wallace,23
9,16,179,Kevin,21
9,16,179,Creed,18
9,17,180,TOTAL,2844
9,17,180,Dwight,648
9,17,180,Todd Packer,434
9,17,180,Pam,236
9,17,180,Oscar,120
9,17,180,Kevin,113
9,17,180,Andy,109
9,17,180,Phyllis,94
9,17,180,Jim,57
9,17,180,Creed,48
9,17,180,Clark,47
9,17,180,Angela,41
9,17,180,Stanley,36
9,17,180,Erin,31
9,17,180,Nellie,24
9,17,180,Meredith,17
9,17,180,Darryl,10
9,18,181,TOTAL,3149
9,18,181,Pam,415
9,18,181,Dwight,407
9,18,181,Angela,337
9,18,181,Andy,283
9,18,181,Jim,214
9,18,181,Clark,205
9,18,181,Oscar,203
9,18,181,Kevin,104
9,18,181,Stanley,82
9,18,181,Darryl,63
9,18,181,Toby,57
9,18,181,Nellie,51
9,18,181,Erin,37
9,18,181,Meredith,34
9,18,181,Phyllis,29
9,18,181,Pete,20
9,19,182,TOTAL,3130
9,19,182,Dwight,828
9,19,182,Andy,495
9,19,182,Clark,231
9,19,182,Stanley,199
9,19,182,Jim,163
9,19,182,Robert,162
9,19,182,Toby,158
9,19,182,Nellie,142
9,19,182,Erin,140
9,19,182,Pam,122
9,19,182,Oscar,69
9,19,182,Angela,54
9,19,182,Kevin,54
9,19,182,Phyllis,25
9,19,182,Meredith,14
9,19,182,Creed,8
9,19,182,Pete,8
9,20,183,TOTAL,2871
9,20,183,Andy,532
9,20,183,Nellie,286
9,20,183,Pam,277
9,20,183,Dwight,274
9,20,183,Angela,265
9,20,183,Jim,239
9,20,183,Erin,208
9,20,183,Kevin,80
9,20,183,Darryl,79
9,20,183,Clark,78
9,20,183,Toby,44
9,20,183,Robert,23
9,20,183,Pete,19
9,20,183,Creed,18
9,20,183,Stanley,15
9,20,183,Oscar,14
9,21,184,TOTAL,4509
9,21,184,Andy,1059
9,21,184,Dwight,655
9,21,184,Jim,569
9,21,184,David Wallace,414
9,21,184,Angela,387
9,21,184,Oscar,209
9,21,184,Clark,162
9,21,184,Erin,143
9,21,184,Pam,142
9,21,184,Kevin,137
9,21,184,Darryl,127
9,21,184,Nellie,117
9,21,184,Pete,59
9,21,184,Stanley,52
9,21,184,Phyllis,44
9,21,184,Creed,34
9,21,184,Toby,30
9,21,184,Meredith,15
9,22,185,TOTAL,5354
9,22,185,Dwight,1202
9,22,185,Jim,1056
9,22,185,Andy,603
9,22,185,Darryl,324
9,22,185,Oscar,282
9,22,185,Angela,272
9,22,185,Kevin,261
9,22,185,Pam,258
9,22,185,Erin,169
9,22,185,Meredith,87
9,22,185,Creed,68
9,22,185,Phyllis,65
9,22,185,Clark,62
9,22,185,Stanley,54
9,22,185,Pete,11
9,23,186,TOTAL,6276
9,23,186,Dwight,1115
9,23,186,Pam,885
9,23,186,Jim,786
9,23,186,Andy,430
9,23,186,Kevin,282
9,23,186,Angela,272
9,23,186,Oscar,219
9,23,186,Darryl,177
9,23,186,Creed,168
9,23,186,Ryan,160
9,23,186,Meredith,158
9,23,186,Phyllis,151
9,23,186,Kelly,141
9,23,186,Nellie,138
9,23,186,Erin,129
9,23,186,Toby,108
9,23,186,Stanley,94
9,23,186,David Wallace,40
9,23,186,Michael,23
9,23,186,Pete,23
9,23,186,Clark,20
