season,episode,overall_episode,speaker,num_words
1,1,1,TOTAL,2861
1,1,1,Michael,1598
1,1,1,Jim,335
1,1,1,Dwight,296
1,1,1,Pam,295
1,1,1,Jan,143
1,1,1,Ryan,54
1,1,1,Stanley,33
1,1,1,Roy,32
1,1,1,Todd Packer,25
1,1,1,Oscar,23
1,1,1,Angela,10
1,1,1,Phyllis,7
1,1,1,Kevin,4
1,2,2,TOTAL,3103
1,2,2,Michael,1740
1,2,2,Jim,366
1,2,2,Dwight,185
1,2,2,Pam,113
1,2,2,Kevin,75
1,2,2,Oscar,70
1,2,2,Ryan,32
1,2,2,Stanley,23
1,2,2,Toby,17
1,2,2,Kelly,11
1,2,2,Angela,4
1,3,3,TOTAL,2842
1,3,3,Michael,1090
1,3,3,Dwight,782
1,3,3,Jim,342
1,3,3,Pam,218
1,3,3,Jan,142
1,3,3,Oscar,53
1,3,3,Stanley,50
1,3,3,Kevin,35
1,3,3,Meredith,35
1,3,3,Angela,26
1,3,3,Ryan,11
1,4,4,TOTAL,3265
1,4,4,Michael,1485
1,4,4,Dwight,609
1,4,4,Jim,588
1,4,4,Pam,236
1,4,4,Oscar,98
1,4,4,Meredith,79
1,4,4,Phyllis,41
1,4,4,Angela,35
1,4,4,Roy,32
1,4,4,Toby,14
1,4,4,Ryan,12
1,4,4,Stanley,9
1,4,4,Kevin,6
1,5,5,TOTAL,2789
1,5,5,Michael,1874
1,5,5,Jim,219
1,5,5,Dwight,147
1,5,5,Pam,139
1,5,5,Darryl,103
1,5,5,Roy,77
1,5,5,Ryan,40
1,5,5,Angela,31
1,5,5,Phyllis,27
1,5,5,Oscar,16
1,5,5,Stanley,10
1,5,5,Kevin,7
1,6,6,TOTAL,3184
1,6,6,Michael,1529
1,6,6,Jim,536
1,6,6,Dwight,243
1,6,6,Pam,221
1,6,6,Roy,98
1,6,6,Jan,71
1,6,6,Ryan,63
1,6,6,Kevin,24
1,6,6,Toby,23
1,6,6,Stanley,22
1,6,6,Angela,18
1,6,6,Oscar,4
2,1,7,TOTAL,3357
2,1,7,Michael,1787
2,1,7,Dwight,375
2,1,7,Pam,355
2,1,7,Jim,292
2,1,7,Jan,106
2,1,7,Stanley,88
2,1,7,Oscar,73
2,1,7,Kelly,53
2,1,7,Phyllis,46
2,1,7,Roy,39
2,1,7,Ryan,27
2,1,7,Angela,22
2,1,7,Kevin,10
2,1,7,Darryl,6
2,2,8,TOTAL,3179
2,2,8,Michael,1596
2,2,8,Todd Packer,260
2,2,8,Toby,255
2,2,8,Pam,235
2,2,8,Jim,169
2,2,8,Darryl,124
2,2,8,Jan,104
2,2,8,Dwight,76
2,2,8,Roy,71
2,2,8,Phyllis,37
2,2,8,Kevin,25
2,2,8,Angela,24
2,2,8,Stanley,17
2,2,8,Ryan,6
2,2,8,Meredith,5
2,3,9,TOTAL,2795
2,3,9,Michael,1054
2,3,9,Dwight,590
2,3,9,Jim,515
2,3,9,Pam,235
2,3,9,Ryan,90
2,3,9,Angela,56
2,3,9,Kevin,50
2,3,9,Oscar,37
2,3,9,Stanley,27
2,3,9,Phyllis,9
2,3,9,Meredith,1
2,4,10,TOTAL,2915
2,4,10,Michael,982
2,4,10,Dwight,670
2,4,10,Jim,451
2,4,10,Ryan,252
2,4,10,Pam,183
2,4,10,Angela,71
2,4,10,Roy,58
2,4,10,Kevin,28
2,4,10,Meredith,28
2,4,10,Stanley,28
2,4,10,Oscar,26
2,4,10,Phyllis,21
2,4,10,Kelly,13
2,5,11,TOTAL,2966
2,5,11,Michael,1333
2,5,11,Dwight,470
2,5,11,Jim,448
2,5,11,Pam,219
2,5,11,Creed,148
2,5,11,Angela,81
2,5,11,Kelly,31
2,5,11,Oscar,21
2,5,11,Stanley,16
2,5,11,Ryan,11
2,5,11,Phyllis,8
2,5,11,Kevin,3
2,6,12,TOTAL,2916
2,6,12,Michael,1315
2,6,12,Dwight,593
2,6,12,Jim,483
2,6,12,Pam,260
2,6,12,Ryan,86
2,6,12,Toby,28
2,6,12,Stanley,20
2,6,12,Angela,15
2,6,12,Kelly,8
2,6,12,Kevin,6
2,7,13,TOTAL,2797
2,7,13,Michael,1106
2,7,13,Jim,481
2,7,13,Jan,342
2,7,13,Pam,307
2,7,13,Dwight,246
2,7,13,Oscar,45
2,7,13,Ryan,40
2,7,13,Phyllis,20
2,7,13,Kelly,9
2,7,13,Kevin,7
2,7,13,Roy,7
2,7,13,Toby,3
2,8,14,TOTAL,3547
2,8,14,Michael,1786
2,8,14,Dwight,545
2,8,14,Jan,507
2,8,14,Pam,234
2,8,14,Jim,210
2,8,14,Oscar,74
2,8,14,Angela,65
2,8,14,Stanley,49
2,8,14,Phyllis,23
2,8,14,Kelly,16
2,8,14,Kevin,16
2,8,14,Creed,11
2,8,14,Toby,6
2,8,14,Ryan,5
2,9,15,TOTAL,2953
2,9,15,Michael,1261
2,9,15,Jim,480
2,9,15,Pam,315
2,9,15,Dwight,312
2,9,15,Kevin,68
2,9,15,Phyllis,52
2,9,15,Angela,49
2,9,15,Oscar,48
2,9,15,Stanley,20
2,9,15,Kelly,19
2,9,15,Ryan,12
2,10,16,TOTAL,3295
2,10,16,Michael,1367
2,10,16,Dwight,427
2,10,16,Jim,391
2,10,16,Pam,178
2,10,16,Kevin,119
2,10,16,Ryan,117
2,10,16,Oscar,106
2,10,16,Roy,77
2,10,16,Angela,71
2,10,16,Kelly,70
2,10,16,Phyllis,62
2,10,16,Darryl,60
2,10,16,Meredith,50
2,10,16,Stanley,42
2,10,16,Toby,39
2,10,16,Todd Packer,28
2,10,16,Creed,26
2,11,17,TOTAL,2863
2,11,17,Michael,1243
2,11,17,Dwight,323
2,11,17,Jim,265
2,11,17,Roy,160
2,11,17,Pam,139
2,11,17,Creed,61
2,11,17,Stanley,50
2,11,17,Phyllis,31
2,11,17,Ryan,26
2,11,17,Kelly,25
2,11,17,Darryl,14
2,11,17,Oscar,14
2,11,17,Angela,7
2,11,17,Meredith,4
2,12,18,TOTAL,3109
2,12,18,Michael,1536
2,12,18,Jim,359
2,12,18,Pam,342
2,12,18,Dwight,328
2,12,18,Ryan,101
2,12,18,Toby,45
2,12,18,Angela,41
2,12,18,Oscar,22
2,12,18,Phyllis,21
2,12,18,Stanley,17
2,12,18,Creed,11
2,12,18,Kelly,9
2,12,18,Kevin,8
2,12,18,Meredith,5
2,13,19,TOTAL,2661
2,13,19,Michael,1114
2,13,19,Dwight,512
2,13,19,Jim,454
2,13,19,Pam,197
2,13,19,Oscar,62
2,13,19,Kelly,51
2,13,19,Ryan,50
2,13,19,Kevin,48
2,13,19,Toby,27
2,13,19,Creed,24
2,13,19,Angela,22
2,13,19,Stanley,7
2,14,20,TOTAL,3093
2,14,20,Michael,1460
2,14,20,Pam,371
2,14,20,Jim,293
2,14,20,Kelly,223
2,14,20,Dwight,151
2,14,20,Ryan,131
2,14,20,Creed,62
2,14,20,Kevin,62
2,14,20,Oscar,43
2,14,20,Stanley,36
2,14,20,Roy,34
2,14,20,Toby,28
2,14,20,Angela,24
2,14,20,Darryl,17
2,14,20,Todd Packer,11
2,14,20,Phyllis,5
2,15,21,TOTAL,3119
2,15,21,Michael,1047
2,15,21,Jan,696
2,15,21,Pam,366
2,15,21,Darryl,242
2,15,21,Roy,146
2,15,21,Kelly,123
2,15,21,Jim,100
2,15,21,Dwight,83
2,15,21,Angela,70
2,15,21,Phyllis,62
2,15,21,Kevin,42
2,15,21,Meredith,33
2,15,21,Ryan,22
2,15,21,Stanley,9
2,16,22,TOTAL,2928
2,16,22,Michael,1231
2,16,22,Dwight,252
2,16,22,Pam,244
2,16,22,Jim,242
2,16,22,Jan,215
2,16,22,Kelly,213
2,16,22,David,119
2,16,22,Roy,34
2,16,22,Angela,29
2,16,22,Kevin,27
2,16,22,Oscar,22
2,16,22,Ryan,22
2,16,22,Phyllis,17
2,16,22,Meredith,11
2,16,22,Creed,5
2,17,23,TOTAL,2839
2,17,23,Michael,1108
2,17,23,Dwight,664
2,17,23,Jim,424
2,17,23,Pam,230
2,17,23,Ryan,69
2,17,23,Oscar,58
2,17,23,Kelly,53
2,17,23,Angela,43
2,17,23,Creed,33
2,17,23,Stanley,32
2,17,23,Kevin,29
2,17,23,Toby,26
2,17,23,Phyllis,20
2,17,23,Meredith,6
2,18,24,TOTAL,3008
2,18,24,Michael,1278
2,18,24,Dwight,340
2,18,24,Pam,221
2,18,24,Jim,165
2,18,24,Stanley,117
2,18,24,Toby,85
2,18,24,Kelly,69
2,18,24,Angela,67
2,18,24,Ryan,64
2,18,24,Kevin,52
2,18,24,Meredith,39
2,18,24,Creed,22
2,18,24,Roy,12
2,18,24,Darryl,6
2,18,24,Oscar,4
2,19,25,TOTAL,2589
2,19,25,Michael,1271
2,19,25,Dwight,497
2,19,25,Pam,188
2,19,25,Jim,160
2,19,25,Kevin,90
2,19,25,Angela,77
2,19,25,Toby,64
2,19,25,Kelly,46
2,19,25,Oscar,31
2,19,25,Ryan,25
2,19,25,Jan,24
2,19,25,Stanley,18
2,19,25,Phyllis,16
2,19,25,Meredith,5
2,20,26,TOTAL,2910
2,20,26,Michael,1026
2,20,26,Dwight,835
2,20,26,Pam,341
2,20,26,Jim,230
2,20,26,Kelly,149
2,20,26,Toby,50
2,20,26,Ryan,49
2,20,26,Oscar,43
2,20,26,Stanley,42
2,20,26,Angela,36
2,20,26,Kevin,20
2,20,26,Phyllis,10
2,20,26,Creed,6
2,21,27,TOTAL,3246
2,21,27,Michael,1463
2,21,27,Jim,370
2,21,27,Dwight,353
2,21,27,Toby,279
2,21,27,Pam,227
2,21,27,Oscar,109
2,21,27,Angela,103
2,21,27,Phyllis,76
2,21,27,Creed,60
2,21,27,Stanley,24
2,21,27,Kevin,22
2,21,27,Kelly,18
2,21,27,Ryan,17
2,22,28,TOTAL,3539
2,22,28,Michael,1309
2,22,28,Jim,446
2,22,28,Pam,378
2,22,28,Dwight,308
2,22,28,Jan,276
2,22,28,Kevin,120
2,22,28,Roy,83
2,22,28,Toby,76
2,22,28,Darryl,74
2,22,28,Creed,64
2,22,28,Angela,44
2,22,28,Phyllis,42
2,22,28,Oscar,29
2,22,28,Ryan,19
2,22,28,Stanley,18
2,22,28,Kelly,8
2,22,28,Meredith,1
3,1,29,TOTAL,2519
3,1,29,Michael,1112
3,1,29,Oscar,230
3,1,29,Dwight,175
3,1,29,Andy,162
3,1,29,Jan,141
3,1,29,Jim,124
3,1,29,Pam,120
3,1,29,Toby,108
3,1,29,Roy,56
3,1,29,Angela,48
3,1,29,Stanley,45
3,1,29,Creed,40
3,1,29,Phyllis,33
3,1,29,Karen,29
3,1,29,Ryan,23
3,1,29,Kelly,11
3,1,29,Meredith,11
3,1,29,Kevin,4
3,2,30,TOTAL,3025
3,2,30,Michael,1438
3,2,30,Jim,276
3,2,30,Dwight,233
3,2,30,Pam,202
3,2,30,Jan,120
3,2,30,Kelly,106
3,2,30,Angela,99
3,2,30,Ryan,36
3,2,30,Toby,33
3,2,30,Creed,29
3,2,30,Phyllis,23
3,2,30,Kevin,19
3,2,30,Stanley,11
3,2,30,Meredith,6
3,3,31,TOTAL,2963
3,3,31,Michael,909
3,3,31,Dwight,776
3,3,31,Pam,268
3,3,31,Jim,241
3,3,31,Jan,235
3,3,31,Angela,126
3,3,31,Karen,73
3,3,31,Kelly,64
3,3,31,Andy,60
3,3,31,Creed,43
3,3,31,Kevin,36
3,3,31,Phyllis,25
3,3,31,Stanley,21
3,3,31,Ryan,10
3,3,31,Roy,9
3,4,32,TOTAL,4048
3,4,32,Michael,1756
3,4,32,Dwight,490
3,4,32,Pam,470
3,4,32,Jim,228
3,4,32,Jan,154
3,4,32,Ryan,151
3,4,32,Toby,146
3,4,32,Roy,122
3,4,32,Karen,114
3,4,32,Kevin,93
3,4,32,Creed,53
3,4,32,Kelly,49
3,4,32,Angela,41
3,4,32,Andy,35
3,4,32,Stanley,35
3,4,32,Phyllis,16
3,4,32,Meredith,8
3,5,33,TOTAL,3407
3,5,33,Dwight,990
3,5,33,Michael,599
3,5,33,Ryan,500
3,5,33,Pam,407
3,5,33,Jim,317
3,5,33,Stanley,105
3,5,33,Karen,104
3,5,33,Jan,83
3,5,33,Andy,80
3,5,33,Kelly,57
3,5,33,Kevin,49
3,5,33,Angela,20
3,5,33,Phyllis,10
3,5,33,Toby,1
3,6,34,TOTAL,2830
3,6,34,Michael,1258
3,6,34,Kelly,195
3,6,34,Andy,175
3,6,34,Pam,168
3,6,34,Jim,135
3,6,34,Kevin,102
3,6,34,Angela,100
3,6,34,Jan,97
3,6,34,Dwight,73
3,6,34,Karen,65
3,6,34,Ryan,62
3,6,34,Phyllis,23
3,6,34,Meredith,21
3,6,34,Toby,12
3,6,34,Creed,8
3,6,34,Roy,7
3,6,34,Stanley,4
3,7,35,TOTAL,2746
3,7,35,Michael,758
3,7,35,Jan,358
3,7,35,Dwight,311
3,7,35,Jim,295
3,7,35,Pam,183
3,7,35,Ryan,134
3,7,35,Karen,115
3,7,35,Roy,59
3,7,35,Kevin,58
3,7,35,Phyllis,58
3,7,35,Toby,55
3,7,35,Kelly,48
3,7,35,Angela,45
3,7,35,Andy,44
3,7,35,Darryl,29
3,7,35,Stanley,24
3,8,36,TOTAL,5048
3,8,36,Michael,1961
3,8,36,Dwight,647
3,8,36,Jim,500
3,8,36,Andy,477
3,8,36,Pam,361
3,8,36,Karen,205
3,8,36,Kevin,151
3,8,36,Toby,91
3,8,36,Meredith,64
3,8,36,Ryan,63
3,8,36,Phyllis,60
3,8,36,Kelly,59
3,8,36,Jan,52
3,8,36,Stanley,51
3,8,36,Angela,37
3,8,36,Creed,10
3,9,37,TOTAL,2484
3,9,37,Michael,1194
3,9,37,Jim,312
3,9,37,Andy,215
3,9,37,Angela,97
3,9,37,Pam,90
3,9,37,Kevin,78
3,9,37,Toby,77
3,9,37,Jan,61
3,9,37,Dwight,60
3,9,37,Karen,47
3,9,37,Creed,24
3,9,37,Ryan,14
3,9,37,Meredith,5
3,9,37,Phyllis,5
3,9,37,Stanley,5
3,10,38,TOTAL,6322
3,10,38,Michael,1697
3,10,38,Angela,799
3,10,38,Dwight,763
3,10,38,Jim,501
3,10,38,Pam,495
3,10,38,Karen,346
3,10,38,Andy,331
3,10,38,Kelly,231
3,10,38,Ryan,205
3,10,38,Kevin,163
3,10,38,Toby,120
3,10,38,Phyllis,91
3,10,38,Creed,74
3,10,38,Stanley,58
3,10,38,Roy,54
3,10,38,Darryl,47
3,10,38,Meredith,10
3,10,38,Oscar,9
3,11,39,TOTAL,3908
3,11,39,Michael,1534
3,11,39,Dwight,476
3,11,39,Pam,423
3,11,39,Jim,269
3,11,39,Jan,231
3,11,39,Kevin,113
3,11,39,Karen,110
3,11,39,Stanley,93
3,11,39,Toby,91
3,11,39,Andy,83
3,11,39,Roy,73
3,11,39,Phyllis,68
3,11,39,Angela,65
3,11,39,Creed,51
3,11,39,Ryan,49
3,11,39,Darryl,46
3,11,39,Meredith,41
3,11,39,Kelly,17
3,12,40,TOTAL,2654
3,12,40,Andy,620
3,12,40,Michael,556
3,12,40,Dwight,439
3,12,40,Jim,295
3,12,40,Angela,169
3,12,40,Phyllis,84
3,12,40,Karen,74
3,12,40,Stanley,74
3,12,40,Ryan,63
3,12,40,Kevin,41
3,12,40,Pam,37
3,12,40,Jan,30
3,12,40,Kelly,24
3,13,41,TOTAL,2160
3,13,41,Michael,608
3,13,41,Andy,582
3,13,41,Dwight,255
3,13,41,Jim,131
3,13,41,Angela,118
3,13,41,Oscar,97
3,13,41,Pam,57
3,13,41,Karen,42
3,13,41,Phyllis,37
3,13,41,Kevin,22
3,13,41,Creed,15
3,13,41,Ryan,14
3,13,41,Stanley,8
3,13,41,Meredith,4
3,14,42,TOTAL,2501
3,14,42,Michael,1077
3,14,42,Pam,255
3,14,42,Dwight,207
3,14,42,Jim,176
3,14,42,Karen,149
3,14,42,Jan,43
3,14,42,Kelly,37
3,14,42,Angela,36
3,14,42,Kevin,31
3,14,42,Ryan,31
3,14,42,Roy,27
3,14,42,Meredith,8
3,14,42,Stanley,5
3,15,43,TOTAL,2164
3,15,43,Michael,965
3,15,43,Dwight,283
3,15,43,Jim,181
3,15,43,Roy,109
3,15,43,Pam,105
3,15,43,Phyllis,99
3,15,43,Kevin,89
3,15,43,Kelly,64
3,15,43,Karen,43
3,15,43,Angela,25
3,15,43,Meredith,11
3,15,43,Toby,5
3,15,43,Stanley,4
3,16,44,TOTAL,3004
3,16,44,Michael,1301
3,16,44,Dwight,346
3,16,44,Pam,200
3,16,44,Jim,179
3,16,44,Ryan,149
3,16,44,Kelly,129
3,16,44,Meredith,97
3,16,44,Karen,70
3,16,44,Roy,70
3,16,44,Oscar,64
3,16,44,Toby,61
3,16,44,Kevin,37
3,16,44,Angela,32
3,16,44,Creed,21
3,16,44,Stanley,13
3,17,45,TOTAL,3154
3,17,45,Michael,954
3,17,45,Jan,538
3,17,45,Dwight,274
3,17,45,Pam,252
3,17,45,Roy,215
3,17,45,Jim,200
3,17,45,Karen,177
3,17,45,Ryan,98
3,17,45,Kevin,62
3,17,45,David,58
3,17,45,Stanley,47
3,17,45,Kelly,31
3,17,45,Creed,27
3,17,45,Toby,27
3,17,45,Angela,17
3,17,45,Meredith,7
3,17,45,Oscar,7
3,18,46,TOTAL,3969
3,18,46,Michael,1309
3,18,46,Darryl,413
3,18,46,Dwight,344
3,18,46,Jim,340
3,18,46,Jan,308
3,18,46,Karen,213
3,18,46,Kelly,207
3,18,46,Pam,142
3,18,46,Roy,136
3,18,46,Toby,124
3,18,46,Andy,68
3,18,46,Creed,67
3,18,46,Oscar,62
3,18,46,Angela,61
3,18,46,Kevin,59
3,18,46,Ryan,55
3,18,46,Stanley,36
3,18,46,Phyllis,18
3,19,47,TOTAL,4020
3,19,47,Michael,1427
3,19,47,Dwight,630
3,19,47,Andy,404
3,19,47,Darryl,385
3,19,47,Jim,209
3,19,47,Kevin,178
3,19,47,Kelly,129
3,19,47,Toby,128
3,19,47,Pam,111
3,19,47,Ryan,77
3,19,47,Creed,47
3,19,47,Stanley,47
3,19,47,Angela,46
3,19,47,Karen,28
3,19,47,Phyllis,21
3,19,47,Oscar,16
3,20,48,TOTAL,4636
3,20,48,Michael,1177
3,20,48,Andy,597
3,20,48,Dwight,579
3,20,48,Kelly,502
3,20,48,Jim,452
3,20,48,Creed,335
3,20,48,Angela,253
3,20,48,Pam,158
3,20,48,Ryan,105
3,20,48,Kevin,88
3,20,48,Oscar,79
3,20,48,Karen,20
3,20,48,Phyllis,16
3,20,48,Stanley,9
3,21,49,TOTAL,4322
3,21,49,Michael,1758
3,21,49,Dwight,680
3,21,49,Pam,345
3,21,49,Andy,280
3,21,49,Jim,275
3,21,49,Jan,195
3,21,49,Karen,158
3,21,49,Angela,142
3,21,49,Phyllis,108
3,21,49,Creed,87
3,21,49,Kevin,70
3,21,49,Toby,57
3,21,49,Ryan,56
3,21,49,Meredith,48
3,21,49,Kelly,37
3,21,49,Stanley,15
3,22,50,TOTAL,4804
3,22,50,Michael,2291
3,22,50,Pam,560
3,22,50,Dwight,412
3,22,50,Jim,301
3,22,50,Andy,295
3,22,50,Kevin,137
3,22,50,Stanley,132
3,22,50,Meredith,84
3,22,50,Phyllis,77
3,22,50,Angela,76
3,22,50,Oscar,76
3,22,50,Ryan,68
3,22,50,Kelly,60
3,22,50,David,59
3,22,50,Karen,54
3,22,50,Creed,25
3,22,50,Toby,16
3,23,51,TOTAL,6029
3,23,51,Michael,1711
3,23,51,Dwight,903
3,23,51,Pam,602
3,23,51,David,557
3,23,51,Jim,555
3,23,51,Jan,483
3,23,51,Karen,311
3,23,51,Andy,298
3,23,51,Kevin,124
3,23,51,Kelly,95
3,23,51,Oscar,77
3,23,51,Ryan,72
3,23,51,Meredith,57
3,23,51,Angela,48
3,23,51,Stanley,47
3,23,51,Phyllis,35
3,23,51,Creed,27
4,1,52,TOTAL,6598
4,1,52,Michael,2895
4,1,52,Pam,732
4,1,52,Dwight,642
4,1,52,Angela,517
4,1,52,Jim,460
4,1,52,Kevin,208
4,1,52,Meredith,182
4,1,52,Andy,138
4,1,52,Ryan,117
4,1,52,Toby,115
4,1,52,Oscar,87
4,1,52,Stanley,83
4,1,52,Creed,82
4,1,52,Jan,51
4,1,52,Kelly,50
4,1,52,Phyllis,32
4,1,52,Darryl,19
4,2,53,TOTAL,7048
4,2,53,Michael,2790
4,2,53,Ryan,971
4,2,53,Dwight,861
4,2,53,Jim,425
4,2,53,Pam,362
4,2,53,Angela,191
4,2,53,Kelly,191
4,2,53,Toby,176
4,2,53,Creed,167
4,2,53,Andy,142
4,2,53,Jan,139
4,2,53,Phyllis,128
4,2,53,Oscar,77
4,2,53,Kevin,67
4,2,53,Stanley,30
4,3,54,TOTAL,6486
4,3,54,Michael,2259
4,3,54,Dwight,902
4,3,54,Andy,634
4,3,54,Angela,561
4,3,54,Jim,522
4,3,54,Pam,281
4,3,54,Kevin,209
4,3,54,Ryan,144
4,3,54,Phyllis,116
4,3,54,Meredith,106
4,3,54,Kelly,104
4,3,54,Oscar,100
4,3,54,Darryl,54
4,3,54,Toby,53
4,3,54,Stanley,34
4,3,54,Jan,23
4,3,54,Creed,17
4,4,55,TOTAL,5924
4,4,55,Michael,2038
4,4,55,Dwight,755
4,4,55,Jim,456
4,4,55,Jan,455
4,4,55,Pam,417
4,4,55,Andy,260
4,4,55,Oscar,250
4,4,55,Ryan,201
4,4,55,Kelly,133
4,4,55,Stanley,108
4,4,55,Darryl,100
4,4,55,Kevin,99
4,4,55,Creed,89
4,4,55,Angela,67
4,4,55,Phyllis,33
4,4,55,Toby,29
4,4,55,Meredith,8
4,5,56,TOTAL,3711
4,5,56,Michael,1666
4,5,56,Jim,496
4,5,56,Andy,359
4,5,56,Pam,201
4,5,56,Dwight,122
4,5,56,Darryl,106
4,5,56,Phyllis,86
4,5,56,Ryan,78
4,5,56,Toby,70
4,5,56,Kevin,33
4,5,56,Meredith,27
4,5,56,David Wallace,21
4,5,56,Oscar,20
4,5,56,Stanley,15
4,5,56,Angela,13
4,5,56,Creed,6
4,6,57,TOTAL,3706
4,6,57,Michael,1381
4,6,57,Jim,633
4,6,57,Pam,350
4,6,57,Dwight,326
4,6,57,Andy,296
4,6,57,Karen,255
4,6,57,Oscar,111
4,6,57,Toby,98
4,6,57,Stanley,90
4,6,57,Meredith,35
4,6,57,Angela,33
4,6,57,Phyllis,10
4,6,57,Kevin,6
4,7,58,TOTAL,3451
4,7,58,Michael,1524
4,7,58,Jim,584
4,7,58,Dwight,479
4,7,58,Toby,183
4,7,58,Pam,157
4,7,58,Creed,110
4,7,58,Angela,104
4,7,58,Oscar,78
4,7,58,Andy,62
4,7,58,Meredith,40
4,7,58,Phyllis,36
4,7,58,Kevin,30
4,7,58,Stanley,29
4,7,58,Kelly,7
4,8,59,TOTAL,3881
4,8,59,Michael,1191
4,8,59,Jan,346
4,8,59,Pam,281
4,8,59,Jim,235
4,8,59,Kelly,213
4,8,59,Ryan,139
4,8,59,Toby,100
4,8,59,Dwight,87
4,8,59,Andy,75
4,8,59,Creed,54
4,8,59,Kevin,39
4,8,59,Oscar,36
4,8,59,David Wallace,24
4,8,59,Stanley,21
4,8,59,Phyllis,17
4,8,59,Darryl,11
4,8,59,David,8
4,8,59,Angela,7
4,8,59,Meredith,3
4,9,60,TOTAL,3840
4,9,60,Michael,1459
4,9,60,Jan,1033
4,9,60,Jim,379
4,9,60,Pam,324
4,9,60,Dwight,278
4,9,60,Andy,124
4,9,60,Angela,101
4,9,60,Phyllis,12
4,9,60,Stanley,3
4,10,61,TOTAL,3615
4,10,61,Michael,1765
4,10,61,Pam,416
4,10,61,Dwight,312
4,10,61,Jim,233
4,10,61,Kevin,226
4,10,61,Andy,195
4,10,61,Phyllis,75
4,10,61,Kelly,74
4,10,61,Toby,45
4,10,61,Creed,31
4,10,61,Oscar,24
4,10,61,Angela,13
4,10,61,Stanley,12
4,11,62,TOTAL,3617
4,11,62,Michael,1203
4,11,62,Ryan,638
4,11,62,Jim,497
4,11,62,Dwight,398
4,11,62,Pam,160
4,11,62,Toby,142
4,11,62,Stanley,95
4,11,62,Andy,69
4,11,62,Oscar,56
4,11,62,Kelly,48
4,11,62,Phyllis,32
4,11,62,Angela,24
4,11,62,Kevin,17
4,11,62,Creed,16
4,11,62,Meredith,1
4,12,63,TOTAL,3713
4,12,63,Michael,1398
4,12,63,Dwight,431
4,12,63,Ryan,312
4,12,63,Stanley,282
4,12,63,Pam,279
4,12,63,Jim,274
4,12,63,Andy,205
4,12,63,Toby,140
4,12,63,Kevin,101
4,12,63,Darryl,94
4,12,63,Kelly,80
4,12,63,Phyllis,50
4,12,63,Creed,40
4,12,63,Angela,14
4,12,63,Oscar,11
4,12,63,Meredith,2
4,13,64,TOTAL,3281
4,13,64,Michael,1365
4,13,64,Jim,362
4,13,64,Pam,346
4,13,64,Dwight,210
4,13,64,Andy,205
4,13,64,Kevin,101
4,13,64,Darryl,53
4,13,64,Creed,48
4,13,64,Oscar,23
4,13,64,Angela,16
4,13,64,Kelly,14
4,13,64,Phyllis,10
4,13,64,Meredith,8
4,14,65,TOTAL,7025
4,14,65,Michael,2301
4,14,65,Jim,893
4,14,65,Holly,633
4,14,65,Toby,622
4,14,65,Dwight,481
4,14,65,Pam,384
4,14,65,Phyllis,298
4,14,65,Andy,297
4,14,65,Jan,221
4,14,65,Angela,165
4,14,65,Kevin,156
4,14,65,Creed,138
4,14,65,Oscar,80
4,14,65,Kelly,78
4,14,65,Meredith,69
4,14,65,Stanley,68
4,14,65,Ryan,40
4,14,65,Darryl,7
5,1,66,TOTAL,6653
5,1,66,Michael,1930
5,1,66,Jim,785
5,1,66,Dwight,669
5,1,66,Andy,561
5,1,66,Holly,544
5,1,66,Pam,263
5,1,66,Angela,253
5,1,66,Ryan,253
5,1,66,Kelly,198
5,1,66,Oscar,183
5,1,66,Phyllis,177
5,1,66,Stanley,147
5,1,66,Jan,125
5,1,66,Darryl,121
5,1,66,Toby,95
5,1,66,Kevin,58
5,1,66,Meredith,46
5,1,66,Creed,22
5,2,67,TOTAL,3719
5,2,67,Michael,958
5,2,67,Holly,825
5,2,67,Jim,337
5,2,67,Meredith,285
5,2,67,Ryan,233
5,2,67,Dwight,197
5,2,67,Kevin,183
5,2,67,Phyllis,134
5,2,67,Oscar,110
5,2,67,Andy,91
5,2,67,Pam,52
5,2,67,Kelly,45
5,2,67,Stanley,27
5,2,67,Angela,25
5,2,67,Creed,25
5,3,68,TOTAL,3544
5,3,68,Michael,1106
5,3,68,Jan,679
5,3,68,Dwight,497
5,3,68,Pam,320
5,3,68,Jim,271
5,3,68,Angela,165
5,3,68,Andy,91
5,3,68,Kevin,81
5,3,68,Holly,80
5,3,68,Darryl,63
5,3,68,Phyllis,56
5,3,68,Stanley,50
5,3,68,Oscar,39
5,3,68,Kelly,19
5,3,68,Toby,17
5,3,68,Creed,9
5,3,68,Meredith,1
5,4,69,TOTAL,3170
5,4,69,Michael,1384
5,4,69,Dwight,441
5,4,69,Holly,258
5,4,69,Jim,243
5,4,69,Phyllis,202
5,4,69,Pam,148
5,4,69,Andy,83
5,4,69,Darryl,67
5,4,69,Oscar,50
5,4,69,Angela,45
5,4,69,Roy,44
5,4,69,David Wallace,41
5,4,69,Kevin,35
5,4,69,Creed,25
5,4,69,Stanley,8
5,5,70,TOTAL,4172
5,5,70,Michael,963
5,5,70,Andy,578
5,5,70,Holly,507
5,5,70,Darryl,468
5,5,70,Dwight,427
5,5,70,Pam,303
5,5,70,Jim,231
5,5,70,Pete,141
5,5,70,Oscar,81
5,5,70,Kelly,63
5,5,70,Angela,61
5,5,70,Phyllis,52
5,5,70,Kevin,44
5,5,70,Ryan,26
